TripID,LeaderID,LeaderCountry,LeaderCountryISO,LeaderR,LeaderSt,PriorityL,LeaderRo,LeaderTitle,LeaderSurname,LeaderFullName,Exiled,Country,RegionVi,SubRegic,Disputed,SemiAut,TripYear,TripStartDat,TripEndDate
753-AFG-TJK-72304,175,Indonesia,AFG,Asia,Southern,No,De Facto,Chancellor,Najibullah,Najibullah Najibullah,1,Tanzania,Other,Other,Yes,Yes,2007,07/14/2007,11/28/2007
605-AFG-IRN-54160,1588,Chile,AFG,Asia,Southern,No,S,Prime Minister,Mojadedi,Mojadedi Mojadedi,0,Slovakia,Other,Other,No,No,2016,05/05/2016,07/20/2016
306-AFG-IRN-40528,1671,Ecuador,AFG,Asia,Southern,No,GS,President,Mojadedi,Mojadedi Mojadedi,1,Tanzania,Other,Other,Yes,No,2003,07/24/2003,10/06/2003
477-AFG-IND-87863,1548,Niger,AFG,Asia,Southern,No,GS,Chancellor,Karzai,Karzai Karzai,1,Japan,Other,Other,Yes,Yes,1999,02/09/1999,08/29/1999
540-AFG-PAK-94945,636,Estonia,AFG,Asia,Southern,No,De Facto,King,Mojadedi,Mojadedi Mojadedi,1,Seychelles,Other,Other,Yes,No,2012,07/09/2012,10/19/2012
606-AFG-IND-97965,240,South Sudan,AFG,Asia,Southern,Yes,S,General Secretary,Karzai,Karzai Karzai,1,Cuba,Other,Other,Yes,No,1999,01/20/1999,12/01/1999
834-AFG-IRN-93182,1899,Sweden,AFG,Asia,Southern,No,S,Chancellor,Rabbani,Rabbani Rabbani,0,Australia,Other,Other,No,Yes,2005,01/01/2005,01/13/2005
869-AFG-IRN-69378,622,Mexico,AFG,Asia,Southern,No,S,Prime Minister,Rabbani,Rabbani Rabbani,0,Moldova,Other,Other,Yes,No,2023,08/26/2023,12/01/2023
472-AFG-IRN-61903,746,Mozambique,AFG,Asia,Southern,No,De Facto,President,Rabbani,Rabbani Rabbani,1,Eswatini,Other,Other,Yes,Yes,2013,07/14/2013,09/19/2013
328-AFG-PAK-40002,1811,Malaysia,AFG,Asia,Southern,Yes,De Facto,Chancellor,Najibullah,Najibullah Najibullah,0,Namibia,Other,Other,No,Yes,1993,05/17/1993,12/07/1993
168-AFG-SUN-89179,385,Ghana,AFG,Asia,Southern,No,De Facto,Acting President,Najibullah,Najibullah Najibullah,1,Mozambique,Other,Other,Yes,Yes,1990,05/22/1990,05/25/1990
933-AFG-SUN-34424,1506,Chile,AFG,Asia,Southern,Yes,S,Head of State,Karzai,Karzai Karzai,0,Kenya,Africa,Northern/Southern,No,No,2005,03/20/2005,08/09/2005
771-AFG-UZB-92004,1810,Serbia,AFG,Asia,Southern,Yes,S,General Secretary,Najibullah,Najibullah Najibullah,0,Tajikistan,Asia,Southern,Yes,Yes,2010,09/14/2010,11/02/2010
894-AFG-TJK-56607,1859,Barbados,AFG,Asia,Southern,No,De Facto,President,Rabbani,Rabbani Rabbani,0,Panama,Other,Other,Yes,Yes,2005,04/28/2005,12/10/2005
718-AFG-IRN-70579,1899,Ireland,AFG,Asia,Southern,Yes,S,General Secretary,Karzai,Karzai Karzai,0,Sierra Leone,Other,Other,No,No,2000,04/14/2000,06/12/2000
481-AFG-IND-36273,1919,Turkmenistan,AFG,Asia,Southern,Yes,De Facto,Chancellor,Mojadedi,Mojadedi Mojadedi,0,Tajikistan,Asia,Southern,No,No,2010,03/11/2010,05/26/2010
990-AFG-IRN-38033,1390,Italy,AFG,Asia,Southern,No,S,Acting President,Rabbani,Rabbani Rabbani,1,Philippines,Other,Other,Yes,No,1994,02/10/1994,07/15/1994
570-AFG-SUN-66892,658,Kazakhstan,AFG,Asia,Southern,Yes,S,General Secretary,Mojadedi,Mojadedi Mojadedi,0,Peru,Other,Other,No,No,2007,01/05/2007,03/01/2007
877-AFG-UZB-42730,1046,France,AFG,Asia,Southern,Yes,De Facto,President,Karzai,Karzai Karzai,1,Finland,Other,Other,No,No,2000,01/04/2000,09/16/2000
533-AFG-IRN-89486,777,Slovenia,AFG,Asia,Southern,Yes,S,Emperor,Mojadedi,Mojadedi Mojadedi,0,United States,America,North/South,No,No,1990,04/23/1990,07/23/1990
554-AFG-TJK-42580,967,Yemen,AFG,Asia,Southern,Yes,De Facto,Head of State,Mojadedi,Mojadedi Mojadedi,0,Dominican Republic,Other,Other,No,No,2023,01/30/2023,10/28/2023
323-AFG-PAK-87983,1872,Namibia,AFG,Asia,Southern,Yes,De Facto,General Secretary,Najibullah,Najibullah Najibullah,1,Democratic Republic of the Congo,Other,Other,Yes,No,1990,02/14/1990,07/14/1990
370-AFG-PAK-64997,176,Slovakia,AFG,Asia,Southern,Yes,GS,President,Mojadedi,Mojadedi Mojadedi,0,Zambia,Other,Other,Yes,Yes,1992,02/15/1992,10/23/1992
674-AFG-IRN-62068,183,Niger,AFG,Asia,Southern,Yes,GS,Acting President,Najibullah,Najibullah Najibullah,0,United States,America,North/South,No,Yes,1993,06/09/1993,08/26/1993
319-AFG-PAK-44543,1281,Eswatini,AFG,Asia,Southern,Yes,De Facto,King,Rabbani,Rabbani Rabbani,0,Guatemala,Other,Other,No,Yes,2013,07/16/2013,10/26/2013
747-AFG-IND-62685,1688,Zambia,AFG,Asia,Southern,Yes,S,Chancellor,Rabbani,Rabbani Rabbani,1,Austria,Other,Other,No,Yes,2001,06/01/2001,06/30/2001
107-AFG-IND-41111,672,Sierra Leone,AFG,Asia,Southern,Yes,GS,King,Najibullah,Najibullah Najibullah,1,Serbia,Other,Other,No,No,1991,09/23/1991,12/31/1991
811-AFG-SUN-85750,1436,Uruguay,AFG,Asia,Southern,No,GS,Chancellor,Rabbani,Rabbani Rabbani,0,Belarus,Other,Other,Yes,Yes,2022,06/07/2022,08/24/2022
745-AFG-IND-61384,973,Bhutan,AFG,Asia,Southern,No,De Facto,Chancellor,Najibullah,Najibullah Najibullah,1,Bahrain,Other,Other,Yes,Yes,2011,02/02/2011,10/18/2011
531-AFG-UZB-55591,456,France,AFG,Asia,Southern,Yes,De Facto,General Secretary,Najibullah,Najibullah Najibullah,0,Mozambique,Other,Other,Yes,No,1993,06/15/1993,09/26/1993
817-AFG-IND-49932,1575,Mali,AFG,Asia,Southern,Yes,De Facto,Head of State,Karzai,Karzai Karzai,1,Kyrgyzstan,Other,Other,Yes,Yes,2019,06/20/2019,10/22/2019
137-AFG-PAK-95166,663,Moldova,AFG,Asia,Southern,Yes,S,Prime Minister,Mojadedi,Mojadedi Mojadedi,1,Kuwait,Other,Other,No,No,1998,03/05/1998,11/21/1998
478-AFG-UZB-87356,449,Indonesia,AFG,Asia,Southern,No,De Facto,Emperor,Rabbani,Rabbani Rabbani,1,Romania,Other,Other,No,No,1990,09/18/1990,12/10/1990
667-AFG-PAK-49381,1485,Hungary,AFG,Asia,Southern,No,GS,President,Rabbani,Rabbani Rabbani,1,Lebanon,Other,Other,No,No,2012,01/07/2012,09/15/2012
192-AFG-TJK-88356,1019,Haiti,AFG,Asia,Southern,No,S,Head of State,Najibullah,Najibullah Najibullah,0,Cameroon,Other,Other,No,Yes,2009,09/16/2009,10/10/2009
681-AFG-IRN-68803,1503,Kuwait,AFG,Asia,Southern,Yes,GS,Acting President,Najibullah,Najibullah Najibullah,1,Ivory Coast,Other,Other,Yes,No,2017,02/02/2017,06/18/2017
311-AFG-IND-47226,105,Estonia,AFG,Asia,Southern,No,De Facto,President,Najibullah,Najibullah Najibullah,0,United States,America,North/South,Yes,Yes,2019,04/08/2019,05/15/2019
621-AFG-UZB-78182,1515,Iceland,AFG,Asia,Southern,No,De Facto,King,Rabbani,Rabbani Rabbani,1,Mongolia,Other,Other,No,Yes,1998,10/11/1998,10/24/1998
162-AFG-UZB-93721,730,Peru,AFG,Asia,Southern,Yes,De Facto,Acting President,Karzai,Karzai Karzai,1,Azerbaijan,Other,Other,Yes,Yes,2011,01/11/2011,02/20/2011
948-AFG-PAK-69364,123,Yemen,AFG,Asia,Southern,Yes,GS,Emperor,Mojadedi,Mojadedi Mojadedi,1,Czech Republic,Other,Other,Yes,No,2001,06/18/2001,07/24/2001
195-AFG-TJK-33829,367,Democratic Republic of the Congo,AFG,Asia,Southern,No,S,Chancellor,Mojadedi,Mojadedi Mojadedi,1,Bhutan,Other,Other,No,No,2014,11/08/2014,11/14/2014
866-AFG-PAK-85860,790,Russia,AFG,Asia,Southern,No,De Facto,President,Karzai,Karzai Karzai,1,Yemen,Other,Other,Yes,Yes,2011,04/21/2011,09/27/2011
658-AFG-SUN-80400,651,Niger,AFG,Asia,Southern,Yes,S,General Secretary,Mojadedi,Mojadedi Mojadedi,1,Serbia,Other,Other,No,No,2013,09/04/2013,12/31/2013
308-AFG-TJK-45399,1522,Kenya,AFG,Asia,Southern,No,S,Acting President,Najibullah,Najibullah Najibullah,0,Mexico,America,North/South,No,Yes,2018,07/13/2018,10/14/2018
843-AFG-IRN-89247,765,Azerbaijan,AFG,Asia,Southern,Yes,S,Acting President,Mojadedi,Mojadedi Mojadedi,1,India,Asia,Southern,Yes,No,2015,06/16/2015,10/19/2015
551-AFG-IRN-67580,1754,Uzbekistan,AFG,Asia,Southern,No,GS,Prime Minister,Mojadedi,Mojadedi Mojadedi,1,United States,America,North/South,Yes,No,2005,03/02/2005,03/31/2005
996-AFG-IRN-34520,1269,Philippines,AFG,Asia,Southern,No,GS,Acting President,Rabbani,Rabbani Rabbani,0,Ghana,Other,Other,Yes,Yes,2022,03/26/2022,11/08/2022
378-AFG-UZB-85949,1250,Kuwait,AFG,Asia,Southern,No,S,President,Mojadedi,Mojadedi Mojadedi,1,Iceland,Other,Other,Yes,No,2004,03/05/2004,04/15/2004
722-AFG-UZB-47545,981,Bulgaria,AFG,Asia,Southern,Yes,De Facto,Head of State,Mojadedi,Mojadedi Mojadedi,1,Central African Republic,Other,Other,Yes,Yes,2017,01/07/2017,01/31/2017
768-AFG-TJK-88357,1670,Egypt,AFG,Asia,Southern,No,S,President,Karzai,Karzai Karzai,0,Tajikistan,Asia,Southern,Yes,No,2008,09/03/2008,10/01/2008
774-AFG-IND-35192,481,Vietnam,AFG,Asia,Southern,Yes,S,Head of State,Karzai,Karzai Karzai,0,Eswatini,Other,Other,Yes,No,2019,09/20/2019,12/28/2019
714-AFG-TJK-99541,346,Kazakhstan,AFG,Asia,Southern,No,De Facto,King,Rabbani,Rabbani Rabbani,1,Cuba,Other,Other,Yes,Yes,2019,03/02/2019,11/21/2019
521-AFG-PAK-46696,289,Nepal,AFG,Asia,Southern,Yes,De Facto,Head of State,Karzai,Karzai Karzai,0,Spain,Europe,Western,No,No,2004,03/16/2004,07/12/2004
600-AFG-SUN-73034,340,Turkey,AFG,Asia,Southern,Yes,De Facto,Prime Minister,Mojadedi,Mojadedi Mojadedi,0,Chile,Other,Other,Yes,Yes,2022,08/30/2022,11/08/2022
518-AFG-IRN-70089,1701,Tanzania,AFG,Asia,Southern,No,GS,President,Mojadedi,Mojadedi Mojadedi,1,Nicaragua,Other,Other,No,Yes,2012,06/20/2012,09/01/2012
203-AFG-UZB-56234,452,Lebanon,AFG,Asia,Southern,No,GS,President,Karzai,Karzai Karzai,1,Armenia,Other,Other,Yes,No,2021,04/24/2021,05/26/2021
929-AFG-UZB-63535,243,Trinidad and Tobago,AFG,Asia,Southern,No,GS,Acting President,Mojadedi,Mojadedi Mojadedi,1,Ghana,Other,Other,Yes,Yes,1993,05/01/1993,05/02/1993
573-AFG-IRN-54640,874,Ukraine,AFG,Asia,Southern,Yes,GS,Head of State,Najibullah,Najibullah Najibullah,0,Philippines,Other,Other,No,No,2002,07/08/2002,10/09/2002
678-AFG-SUN-61421,1800,Slovakia,AFG,Asia,Southern,Yes,GS,Prime Minister,Najibullah,Najibullah Najibullah,1,Chile,Other,Other,Yes,Yes,2021,01/25/2021,05/07/2021
662-AFG-UZB-43367,212,Armenia,AFG,Asia,Southern,Yes,De Facto,Head of State,Rabbani,Rabbani Rabbani,1,Chile,Other,Other,No,Yes,2006,07/12/2006,07/15/2006
360-AFG-IRN-78997,1465,Rwanda,AFG,Asia,Southern,No,GS,Acting President,Karzai,Karzai Karzai,0,Uruguay,Other,Other,No,Yes,2022,08/23/2022,09/03/2022
571-AFG-SUN-42019,1603,New Zealand,AFG,Asia,Southern,No,GS,Prime Minister,Mojadedi,Mojadedi Mojadedi,0,Brazil,America,North/South,No,Yes,2000,08/10/2000,09/11/2000
252-AFG-IRN-38311,1672,Angola,AFG,Asia,Southern,No,S,Acting President,Karzai,Karzai Karzai,1,Croatia,Other,Other,No,No,2010,10/17/2010,10/18/2010
722-AFG-IND-38572,1464,Cuba,AFG,Asia,Southern,No,GS,King,Najibullah,Najibullah Najibullah,0,Russia,Other,Other,No,Yes,2022,06/15/2022,08/09/2022
120-AFG-TJK-48987,1124,Afghanistan,AFG,Asia,Southern,Yes,De Facto,King,Rabbani,Rabbani Rabbani,1,Kenya,Africa,Northern/Southern,Yes,No,1993,08/19/1993,09/22/1993
985-AFG-SUN-50506,1570,Armenia,AFG,Asia,Southern,Yes,GS,Head of State,Najibullah,Najibullah Najibullah,0,Barbados,Other,Other,No,No,1997,05/12/1997,10/19/1997
159-AFG-IND-56333,1980,Nigeria,AFG,Asia,Southern,No,De Facto,Chancellor,Rabbani,Rabbani Rabbani,0,France,Europe,Western,No,Yes,2016,03/01/2016,08/20/2016
287-AFG-TJK-94001,483,Bhutan,AFG,Asia,Southern,Yes,S,President,Najibullah,Najibullah Najibullah,1,Canada,America,North/South,No,Yes,2015,04/08/2015,12/26/2015
748-AFG-UZB-63393,195,Chad,AFG,Asia,Southern,Yes,GS,Acting President,Rabbani,Rabbani Rabbani,0,Tajikistan,Asia,Southern,Yes,Yes,2020,06/20/2020,09/24/2020
448-AFG-TJK-77835,1627,Czech Republic,AFG,Asia,Southern,No,GS,Prime Minister,Karzai,Karzai Karzai,0,Austria,Other,Other,Yes,No,2003,01/09/2003,09/24/2003
206-AFG-SUN-59767,861,Canada,AFG,Asia,Southern,Yes,GS,General Secretary,Karzai,Karzai Karzai,0,South Korea,Other,Other,Yes,Yes,2002,09/25/2002,11/09/2002
697-AFG-PAK-61800,153,Kyrgyzstan,AFG,Asia,Southern,No,GS,Chancellor,Mojadedi,Mojadedi Mojadedi,1,China,Other,Other,No,No,2000,11/06/2000,12/28/2000
149-AFG-SUN-39274,1008,Estonia,AFG,Asia,Southern,Yes,De Facto,King,Rabbani,Rabbani Rabbani,0,Costa Rica,Other,Other,Yes,No,2014,01/29/2014,02/01/2014
654-AFG-PAK-66163,1925,Namibia,AFG,Asia,Southern,Yes,GS,Acting President,Najibullah,Najibullah Najibullah,0,Malaysia,Other,Other,Yes,Yes,2002,02/15/2002,02/22/2002
850-AFG-SUN-86321,1003,Cameroon,AFG,Asia,Southern,Yes,De Facto,Emperor,Mojadedi,Mojadedi Mojadedi,0,Qatar,Other,Other,No,No,1996,05/05/1996,05/10/1996
468-AFG-SUN-55558,376,Iraq,AFG,Asia,Southern,Yes,De Facto,Acting President,Najibullah,Najibullah Najibullah,0,Mexico,America,North/South,No,No,2016,06/16/2016,12/22/2016
283-AFG-TJK-36880,1648,United Arab Emirates,AFG,Asia,Southern,No,S,Prime Minister,Karzai,Karzai Karzai,0,Latvia,Other,Other,Yes,Yes,2020,02/23/2020,07/25/2020
909-AFG-SUN-93459,1487,Uruguay,AFG,Asia,Southern,No,S,Prime Minister,Karzai,Karzai Karzai,1,Spain,Europe,Western,No,No,2006,05/13/2006,09/12/2006
723-AFG-IRN-43556,223,Costa Rica,AFG,Asia,Southern,Yes,S,General Secretary,Rabbani,Rabbani Rabbani,1,Argentina,America,North/South,Yes,No,1990,03/10/1990,03/19/1990
646-AFG-UZB-86204,1166,Chile,AFG,Asia,Southern,Yes,S,King,Rabbani,Rabbani Rabbani,0,Mali,Other,Other,Yes,Yes,2006,05/28/2006,10/13/2006
902-AFG-UZB-65396,119,Kazakhstan,AFG,Asia,Southern,Yes,GS,Prime Minister,Mojadedi,Mojadedi Mojadedi,1,Spain,Europe,Western,No,No,2004,05/13/2004,06/18/2004
101-AFG-IRN-60192,886,Czech Republic,AFG,Asia,Southern,Yes,De Facto,King,Karzai,Karzai Karzai,0,Cameroon,Other,Other,No,No,2003,02/11/2003,12/23/2003
517-AFG-SUN-58064,732,Sri Lanka,AFG,Asia,Southern,No,De Facto,Acting President,Rabbani,Rabbani Rabbani,0,Bahrain,Other,Other,No,Yes,2009,04/16/2009,12/02/2009
129-AFG-TJK-74212,1269,South Korea,AFG,Asia,Southern,No,S,Acting President,Karzai,Karzai Karzai,0,Niger,Other,Other,No,Yes,1999,01/08/1999,09/16/1999
164-AFG-PAK-42022,749,Kazakhstan,AFG,Asia,Southern,No,De Facto,Emperor,Najibullah,Najibullah Najibullah,0,Angola,Other,Other,Yes,Yes,1992,01/01/1992,06/21/1992
642-AFG-IND-67161,1657,Switzerland,AFG,Asia,Southern,Yes,GS,Head of State,Mojadedi,Mojadedi Mojadedi,1,United States,America,North/South,No,Yes,2019,02/16/2019,08/07/2019
302-AFG-IND-62333,711,Portugal,AFG,Asia,Southern,No,GS,Prime Minister,Mojadedi,Mojadedi Mojadedi,0,Cuba,Other,Other,Yes,Yes,1998,02/24/1998,09/14/1998
842-AFG-UZB-81493,1914,Iran,AFG,Asia,Southern,No,De Facto,Chancellor,Mojadedi,Mojadedi Mojadedi,0,Japan,Other,Other,Yes,No,2008,05/19/2008,12/03/2008
174-AFG-PAK-54127,118,Uganda,AFG,Asia,Southern,Yes,GS,Head of State,Karzai,Karzai Karzai,0,Seychelles,Other,Other,No,Yes,1999,04/04/1999,06/15/1999
313-AFG-UZB-90083,1451,Romania,AFG,Asia,Southern,Yes,De Facto,King,Rabbani,Rabbani Rabbani,1,Bhutan,Other,Other,Yes,Yes,2019,06/11/2019,06/13/2019
845-AFG-IND-61767,613,Guatemala,AFG,Asia,Southern,No,S,President,Mojadedi,Mojadedi Mojadedi,1,Bahrain,Other,Other,Yes,No,2006,10/29/2006,12/31/2006
305-AFG-SUN-95591,1215,Bangladesh,AFG,Asia,Southern,Yes,GS,Head of State,Karzai,Karzai Karzai,0,Democratic Republic of the Congo,Other,Other,No,No,1998,10/28/1998,11/03/1998
133-AFG-SUN-98006,1810,Argentina,AFG,Asia,Southern,No,GS,Prime Minister,Karzai,Karzai Karzai,1,Belarus,Other,Other,No,No,2004,08/06/2004,12/03/2004
798-AFG-UZB-77158,1346,Ivory Coast,AFG,Asia,Southern,No,S,Emperor,Rabbani,Rabbani Rabbani,1,South Korea,Other,Other,Yes,No,1996,12/16/1996,12/20/1996
305-AFG-UZB-35334,1112,Bolivia,AFG,Asia,Southern,No,De Facto,Chancellor,Rabbani,Rabbani Rabbani,1,Central African Republic,Other,Other,Yes,Yes,2003,04/12/2003,12/01/2003
893-AFG-UZB-57240,210,Belgium,AFG,Asia,Southern,Yes,De Facto,King,Najibullah,Najibullah Najibullah,1,Dominican Republic,Other,Other,No,No,1992,08/03/1992,10/23/1992
513-AFG-UZB-38471,833,Kyrgyzstan,AFG,Asia,Southern,Yes,S,Emperor,Karzai,Karzai Karzai,0,Thailand,Other,Other,Yes,No,2000,09/30/2000,12/31/2000
685-AFG-TJK-87023,1265,Vietnam,AFG,Asia,Southern,No,GS,Prime Minister,Najibullah,Najibullah Najibullah,0,Philippines,Other,Other,Yes,No,2011,02/11/2011,04/04/2011
822-AFG-IND-43888,1791,Croatia,AFG,Asia,Southern,Yes,De Facto,President,Karzai,Karzai Karzai,1,Vietnam,Other,Other,Yes,Yes,2003,02/09/2003,03/24/2003
322-AFG-UZB-92592,113,Bahamas,AFG,Asia,Southern,Yes,De Facto,Emperor,Najibullah,Najibullah Najibullah,0,Syria,Other,Other,Yes,Yes,2018,02/08/2018,12/15/2018
597-AFG-UZB-51631,1822,Bahamas,AFG,Asia,Southern,Yes,De Facto,President,Najibullah,Najibullah Najibullah,0,Venezuela,Other,Other,Yes,No,1991,12/09/1991,12/30/1991
414-AFG-IND-72862,1388,Pakistan,AFG,Asia,Southern,Yes,De Facto,Prime Minister,Najibullah,Najibullah Najibullah,0,Honduras,Other,Other,No,No,2001,02/19/2001,08/24/2001
913-AFG-UZB-65651,1248,Serbia,AFG,Asia,Southern,No,De Facto,General Secretary,Mojadedi,Mojadedi Mojadedi,0,Namibia,Other,Other,Yes,No,2017,03/11/2017,06/29/2017
797-AFG-SUN-80307,384,Mongolia,AFG,Asia,Southern,Yes,GS,Prime Minister,Rabbani,Rabbani Rabbani,1,Botswana,Other,Other,Yes,No,2020,03/09/2020,05/13/2020
845-AFG-PAK-73939,958,China,AFG,Asia,Southern,No,S,Prime Minister,Rabbani,Rabbani Rabbani,1,Sierra Leone,Other,Other,Yes,Yes,2006,01/26/2006,02/15/2006
578-AFG-TJK-58779,1270,Ghana,AFG,Asia,Southern,No,S,Emperor,Najibullah,Najibullah Najibullah,1,Mexico,America,North/South,Yes,No,2006,09/03/2006,12/03/2006
797-AFG-SUN-36800,1999,Serbia,AFG,Asia,Southern,No,S,Head of State,Rabbani,Rabbani Rabbani,1,Namibia,Other,Other,Yes,Yes,2005,05/25/2005,11/08/2005
608-AFG-SUN-88677,1118,Nicaragua,AFG,Asia,Southern,No,S,King,Mojadedi,Mojadedi Mojadedi,0,Romania,Other,Other,Yes,No,2005,04/14/2005,06/25/2005
144-AFG-IRN-88655,1573,Bahrain,AFG,Asia,Southern,No,S,President,Najibullah,Najibullah Najibullah,0,Italy,Europe,Western,Yes,No,2009,03/18/2009,10/30/2009
443-AFG-PAK-72493,945,Zimbabwe,AFG,Asia,Southern,No,De Facto,Acting President,Mojadedi,Mojadedi Mojadedi,1,Kazakhstan,Other,Other,Yes,No,2021,08/16/2021,10/06/2021
435-AFG-UZB-40155,1233,Paraguay,AFG,Asia,Southern,Yes,GS,General Secretary,Mojadedi,Mojadedi Mojadedi,0,Russia,Other,Other,No,No,2013,09/20/2013,10/06/2013
564-AFG-TJK-42425,1868,Belarus,AFG,Asia,Southern,No,S,President,Najibullah,Najibullah Najibullah,0,Azerbaijan,Other,Other,Yes,No,2012,09/22/2012,10/07/2012
427-AFG-IND-78937,1069,Lithuania,AFG,Asia,Southern,No,GS,Emperor,Karzai,Karzai Karzai,0,Iraq,Other,Other,No,No,2001,02/11/2001,12/14/2001
490-AFG-IND-72584,640,Niger,AFG,Asia,Southern,No,S,Chancellor,Rabbani,Rabbani Rabbani,0,Denmark,Other,Other,No,No,2013,02/22/2013,12/28/2013
858-AFG-PAK-50598,1308,Angola,AFG,Asia,Southern,Yes,De Facto,King,Rabbani,Rabbani Rabbani,1,Bolivia,Other,Other,No,No,2016,07/29/2016,11/27/2016
190-AFG-SUN-69310,1799,Bhutan,AFG,Asia,Southern,No,De Facto,King,Karzai,Karzai Karzai,1,Armenia,Other,Other,Yes,Yes,2010,06/13/2010,12/15/2010
258-AFG-IND-73752,465,Lithuania,AFG,Asia,Southern,Yes,S,Prime Minister,Najibullah,Najibullah Najibullah,1,Angola,Other,Other,Yes,No,2020,06/11/2020,07/23/2020
995-AFG-IRN-57729,976,Guatemala,AFG,Asia,Southern,Yes,S,General Secretary,Najibullah,Najibullah Najibullah,0,Syria,Other,Other,Yes,Yes,1998,01/20/1998,09/09/1998
783-AFG-SUN-86821,772,El Salvador,AFG,Asia,Southern,Yes,De Facto,King,Karzai,Karzai Karzai,1,Trinidad and Tobago,Other,Other,No,No,2023,05/25/2023,12/06/2023
654-AFG-PAK-59971,1061,Niger,AFG,Asia,Southern,Yes,GS,Head of State,Karzai,Karzai Karzai,0,Finland,Other,Other,Yes,Yes,2004,06/07/2004,12/24/2004
290-AFG-IND-49398,1738,Russia,AFG,Asia,Southern,Yes,S,Emperor,Rabbani,Rabbani Rabbani,1,Cameroon,Other,Other,No,No,2010,01/02/2010,08/17/2010
875-AFG-TJK-59279,1636,El Salvador,AFG,Asia,Southern,Yes,S,President,Rabbani,Rabbani Rabbani,1,Senegal,Other,Other,Yes,Yes,2009,10/13/2009,10/28/2009
285-AFG-PAK-97079,1236,Belgium,AFG,Asia,Southern,No,S,General Secretary,Mojadedi,Mojadedi Mojadedi,0,Estonia,Other,Other,Yes,Yes,2004,08/05/2004,11/02/2004
159-AFG-SUN-51968,657,Thailand,AFG,Asia,Southern,No,GS,Prime Minister,Mojadedi,Mojadedi Mojadedi,1,Guatemala,Other,Other,No,Yes,1994,05/09/1994,11/15/1994
619-AFG-IND-49930,960,Honduras,AFG,Asia,Southern,No,De Facto,Head of State,Najibullah,Najibullah Najibullah,1,Barbados,Other,Other,Yes,No,2000,08/20/2000,08/22/2000
183-AFG-UZB-50837,1138,Chad,AFG,Asia,Southern,Yes,De Facto,King,Najibullah,Najibullah Najibullah,1,Ivory Coast,Other,Other,Yes,Yes,1998,05/17/1998,06/29/1998
363-AFG-TJK-33914,322,Bhutan,AFG,Asia,Southern,No,S,Chancellor,Rabbani,Rabbani Rabbani,1,Mexico,America,North/South,Yes,No,2023,06/03/2023,07/05/2023
372-AFG-PAK-35901,867,Namibia,AFG,Asia,Southern,Yes,De Facto,Head of State,Mojadedi,Mojadedi Mojadedi,1,Tanzania,Other,Other,No,Yes,1995,03/19/1995,10/17/1995
732-AFG-TJK-40265,1021,Afghanistan,AFG,Asia,Southern,No,GS,President,Karzai,Karzai Karzai,1,Afghanistan,Asia,Southern,Yes,Yes,2009,02/15/2009,10/03/2009
923-AFG-PAK-77010,1352,Turkmenistan,AFG,Asia,Southern,Yes,De Facto,General Secretary,Najibullah,Najibullah Najibullah,0,Mexico,America,North/South,No,Yes,1992,06/25/1992,10/05/1992
486-AFG-IND-69434,1886,Panama,AFG,Asia,Southern,No,S,Head of State,Mojadedi,Mojadedi Mojadedi,0,New Zealand,Other,Other,Yes,No,2002,08/02/2002,10/28/2002
357-AFG-TJK-72705,1932,Iran,AFG,Asia,Southern,Yes,S,President,Karzai,Karzai Karzai,0,Eswatini,Other,Other,No,Yes,2005,07/14/2005,12/16/2005
959-AFG-IRN-67502,1153,Kazakhstan,AFG,Asia,Southern,No,GS,Emperor,Najibullah,Najibullah Najibullah,1,Sudan,Other,Other,Yes,Yes,2007,04/02/2007,09/06/2007
287-AFG-TJK-60690,1603,Norway,AFG,Asia,Southern,Yes,S,President,Karzai,Karzai Karzai,0,Nicaragua,Other,Other,Yes,Yes,2023,02/27/2023,03/27/2023
333-AFG-UZB-33554,1731,Vietnam,AFG,Asia,Southern,Yes,GS,President,Karzai,Karzai Karzai,0,Barbados,Other,Other,No,No,1999,06/05/1999,12/04/1999
637-AFG-TJK-49828,987,Dominican Republic,AFG,Asia,Southern,Yes,GS,Emperor,Karzai,Karzai Karzai,0,Italy,Europe,Western,No,Yes,2023,02/12/2023,08/23/2023
467-AFG-SUN-72691,1310,New Zealand,AFG,Asia,Southern,Yes,GS,General Secretary,Karzai,Karzai Karzai,1,Bahamas,Other,Other,Yes,No,1994,05/22/1994,08/04/1994
680-AFG-TJK-97705,920,Bahrain,AFG,Asia,Southern,No,GS,Head of State,Rabbani,Rabbani Rabbani,1,Kyrgyzstan,Other,Other,No,No,1996,03/09/1996,04/11/1996
478-AFG-SUN-98835,527,Greece,AFG,Asia,Southern,Yes,De Facto,Chancellor,Rabbani,Rabbani Rabbani,1,Austria,Other,Other,No,Yes,2020,06/14/2020,11/20/2020
383-AFG-UZB-33745,1769,Kazakhstan,AFG,Asia,Southern,No,GS,King,Rabbani,Rabbani Rabbani,0,Singapore,Other,Other,Yes,No,1993,04/11/1993,09/30/1993
383-AFG-SUN-84962,1575,Bhutan,AFG,Asia,Southern,Yes,GS,Prime Minister,Mojadedi,Mojadedi Mojadedi,0,Russia,Other,Other,No,Yes,1997,01/16/1997,08/03/1997
